symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
ANKRBTC,-0.00000001,-1.471,0.00000067,0.00000068,0.00000067,1534.00000000,0.00000067,2001264.00000000,0.00000068,1225308.00000000,0.00000068,0.00000068,0.00000066,2275942.00000000,1.52964457,1697695087940,1697781487940,10040304,10040683,380
ANKRUSDT,0.00047000,2.445,0.01924986,0.01923000,0.01969000,26818.30000000,0.01971000,45244.50000000,0.01972000,159407.90000000,0.01922000,0.01973000,0.01897000,51131343.50000000,984271.43006400,1697695103160,1697781503160,60450948,60459147,8200
ANKRTUSD,0.00000000,0.000,0.00000000,0.00212800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
ANKRPAX,0.00000000,0.000,0.00000000,0.00209300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
ANKRUSDC,0.00000000,0.000,0.00000000,0.00209700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
ONTPAX,0.00000000,0.000,0.00000000,0.84510000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
ONTUSDC,0.00000000,0.000,0.00000000,0.57080000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
WINBNB,-0.00000001,-3.226,0.00000030,0.00000031,0.00000030,237668.00000000,0.00000029,400137074.00000000,0.00000030,113997844.00000000,0.00000031,0.00000032,0.00000029,687030217.00000000,208.86391798,1697694714192,1697781114192,8906755,8907380,626
WINBTC,0.00000000,0.000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
WINUSDT,-0.00000400,-6.006,0.00006341,0.00006660,0.00006260,3034435.00000000,0.00006260,586056.00000000,0.00006270,8450583.00000000,0.00006660,0.00006700,0.00006150,28756656281.00000000,1823495.42394370,1697695088051,1697781488051,97674371,97690097,15727
WINUSDC,0.00000000,0.000,0.00000000,0.00009730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
COSBNB,0.00000000,0.000,0.00002070,0.00002081,0.00002071,223363.00000000,0.00002068,102491.00000000,0.00002076,13468.00000000,0.00002071,0.00002094,0.00002050,732195.00000000,15.15562922,1697695098661,1697781498661,3288801,3288873,73
COSBTC,-0.00000001,-6.250,0.00000015,0.00000015,0.00000015,689.00000000,0.00000015,31674070.00000000,0.00000016,12683730.00000000,0.00000016,0.00000016,0.00000015,2465128.00000000,0.37239494,1697695097283,1697781497283,5985853,5985888,36
COSUSDT,0.00004000,0.915,0.00434701,0.00437000,0.00441000,133441.10000000,0.00441000,9329.10000000,0.00442000,180347.60000000,0.00437000,0.00443000,0.00430000,96719985.00000000,420442.62176100,1697695098556,1697781498556,36411566,36415732,4167
TUSDBTUSD,0.00000000,0.000,0.00000000,0.99750000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
NPXSUSDT,0.00000000,0.000,0.00000000,0.00703010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
NPXSUSDC,0.00000000,0.000,0.00000000,0.00017020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
COCOSBNB,0.00000000,0.000,0.00000000,0.00559000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
COCOSBTC,0.00000000,0.000,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
COCOSUSDT,0.00000000,0.000,0.00000000,1.75460000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
MTLUSDT,0.02500000,2.015,1.25210890,1.24100000,1.26600000,1793.10000000,1.26600000,2812.60000000,1.26700000,2181.60000000,1.24100000,1.27100000,1.22700000,1001667.40000000,1254196.66710000,1697695092110,1697781492110,36276051,36285029,8979
TOMOBNB,0.00000000,0.000,0.00000000,0.03255000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
TOMOBTC,-0.00000168,-3.134,0.00005252,0.00005361,0.00005192,6.70000000,0.00005191,214.50000000,0.00005207,27.40000000,0.00005360,0.00005360,0.00005148,25807.20000000,1.35535302,1697695085662,1697781485662,13092097,13093424,1328
TOMOUSDT,-0.00060000,-0.040,1.50367723,1.51960000,1.51790000,32.70000000,1.51770000,27.20000000,1.51780000,131.80000000,1.51850000,1.52390000,1.47530000,1387140.50000000,2085811.57905000,1697695106066,1697781506066,35162341,35176110,13770
TOMOUSDC,0.00000000,0.000,0.00000000,0.36700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
PERLBNB,0.00000000,0.000,0.00000000,0.00007180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
PERLBTC,0.00000000,0.000,0.00000000,0.00000113,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
PERLUSDC,0.00000000,0.000,0.00000000,0.02447000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
PERLUSDT,-0.00005000,-0.286,0.01757924,0.01747000,0.01744000,8000.00000000,0.01744000,25640.40000000,0.01749000,7885.50000000,0.01749000,0.01822000,0.01701000,37278273.70000000,655323.76684500,1697695086366,1697781486366,23293702,23301344,7643
DENTUSDT,0.00001400,2.337,0.00059847,0.00059900,0.00061300,71195.00000000,0.00061200,21287477.00000000,0.00061300,2496710.00000000,0.00059900,0.00061400,0.00058900,2507200597.00000000,1500490.35087100,1697695096197,1697781496197,72134067,72141623,7557
MFTUSDT,0.00000000,0.000,0.00000000,0.00525400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
KEYUSDT,0.00045600,7.989,0.00594190,0.00571000,0.00616400,10753.00000000,0.00616200,3873.00000000,0.00616500,2247.00000000,0.00570800,0.00618300,0.00570300,507555716.00000000,3015843.23414800,1697695105218,1697781505218,37872762,37893788,21027
STORMUSDT,0.00000000,0.000,0.00000000,0.00339700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
DOCKUSDT,0.00042000,2.893,0.01439231,0.01450000,0.01494000,14686.00000000,0.01491000,16000.00000000,0.01494000,8718.00000000,0.01452000,0.01500000,0.01398000,40674923.00000000,585405.96431000,1697695102512,1697781502512,18074354,18079665,5312
WANUSDT,0.00280000,1.637,0.17092416,0.17100000,0.17380000,259.00000000,0.17380000,169.00000000,0.17400000,420.00000000,0.17100000,0.17480000,0.16850000,685255.00000000,117126.63520000,1697695101009,1697781501009,15065384,15067636,2253
FUNUSDT,0.00042500,10.562,0.00501188,0.00402600,0.00444900,2808.00000000,0.00444300,2808.00000000,0.00445000,2748.00000000,0.00402400,0.00573100,0.00400300,4215779762.00000000,21128986.88571700,1697695098141,1697781498141,23395651,23585710,190060
CVCUSDT,0.00010000,0.123,0.08081839,0.08120000,0.08130000,122.00000000,0.08130000,21696.00000000,0.08140000,3452.00000000,0.08120000,0.08260000,0.07850000,15351096.00000000,1240650.79310000,1697695102991,1697781502991,29810629,29817615,6987
BTTTRX,0.00000000,0.000,0.00000000,0.03945000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
WINTRX,-0.00002800,-3.889,0.00072165,0.00071900,0.00069200,1518616.30000000,0.00069100,158501.40000000,0.00069600,2054652.60000000,0.00072000,0.00075300,0.00068700,602740482.60000000,434965.63757450,1697694758783,1697781158783,8777403,8778085,683
CHZBNB,0.00000700,2.630,0.00027021,0.00026690,0.00027320,42.00000000,0.00027280,1724.00000000,0.00027370,10356.00000000,0.00026620,0.00027670,0.00026200,156396.00000000,42.26019560,1697695090065,1697781490065,7571863,7572025,163
CHZBTC,0.00000001,0.505,0.00000195,0.00000197,0.00000199,35500.00000000,0.00000198,622258.00000000,0.00000199,3434.00000000,0.00000198,0.00000202,0.00000192,2339003.00000000,4.56992386,1697695102806,1697781502806,29112326,29112979,654
CHZUSDT,0.00221000,3.956,0.05662974,0.05588000,0.05808000,48641.00000000,0.05809000,15020.00000000,0.05810000,30409.00000000,0.05587000,0.05888000,0.05510000,134088513.00000000,7593396.99270000,1697695105306,1697781505306,167008658,167044666,36009
BANDBNB,0.00000000,0.000,0.00000000,0.02248000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
BANDBTC,-0.00000275,-5.350,0.00004919,0.00005123,0.00004865,43.50000000,0.00004861,169.80000000,0.00004870,10.20000000,0.00005140,0.00005204,0.00004695,167534.70000000,8.24093442,1697695105389,1697781505389,15451895,15455073,3179
BANDUSDT,-0.02800000,-1.932,1.43144473,1.45000000,1.42100000,5057.10000000,1.42100000,1285.00000000,1.42200000,39.10000000,1.44900000,1.48200000,1.36700000,5099802.90000000,7300085.99980000,1697695105675,1697781505675,49133810,49176946,43137
BNBBUSD,2.90000000,1.382,210.93325660,209.90000000,212.70000000,1.41400000,212.60000000,113.21600000,212.70000000,13.30400000,209.80000000,213.40000000,209.60000000,8640.23600000,1822513.11730000,1697695105642,1697781505642,210449556,210456178,6623
BTCBUSD,903.33000000,3.190,28762.99761290,28315.66000000,29219.02000000,0.00378000,29219.69000000,0.00342000,29219.70000000,0.19794000,28315.69000000,29407.10000000,28248.21000000,615.56646000,17705536.61955890,1697695104164,1697781504164,993474614,993520948,46335
BUSDUSDT,0.00010000,0.010,0.99992472,0.99980000,1.00000000,244.00000000,0.99990000,3112378.00000000,1.00000000,4564648.00000000,0.99990000,1.00000000,0.99980000,43056126.00000000,43052884.75290000,1697695104912,1697781504912,462994576,463070071,75496
BEAMBNB,0.00000000,0.000,0.00000000,0.02177000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
BEAMBTC,0.00000000,0.000,0.00000000,0.00000716,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
BEAMUSDT,0.00000000,0.000,0.00000000,0.06520000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
XTZBNB,0.00000000,0.000,0.00000000,0.00288300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
XTZBTC,-0.00000019,-0.857,0.00002174,0.00002215,0.00002197,103.00000000,0.00002193,524.90000000,0.00002196,116.90000000,0.00002216,0.00002219,0.00002152,218454.40000000,4.74930815,1697695086471,1697781486471,26783449,26784536,1088
XTZUSDT,0.01400000,2.233,0.62608741,0.62700000,0.64100000,1913.10000000,0.64100000,902.00000000,0.64200000,14649.00000000,0.62700000,0.64200000,0.61600000,3061750.90000000,1916923.69570000,1697695096239,1697781496239,91935771,91949271,13501
RENUSDT,0.00092900,2.240,0.04128692,0.04156800,0.04240200,296.00000000,0.04238200,942.00000000,0.04242500,691.00000000,0.04147300,0.04260000,0.04024600,20255712.00000000,836295.91250400,1697695104872,1697781504872,39319898,39325111,5214
RVNUSDT,0.00041000,3.017,0.01369706,0.01358000,0.01400000,13108.20000000,0.01399000,68324.60000000,0.01400000,18830.90000000,0.01359000,0.01405000,0.01345000,45938913.20000000,629228.14435300,1697695089853,1697781489853,56774625,56780546,5922
HCUSDT,0.00000000,0.000,0.00000000,0.84230000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
HBARBNB,-0.00000120,-0.540,0.00021910,0.00022240,0.00022090,300.00000000,0.00022070,10644.00000000,0.00022090,3250.00000000,0.00022210,0.00022310,0.00021650,397932.00000000,87.18742410,1697695086177,1697781486177,1793985,1794204,220
HBARBTC,-0.00000005,-3.030,0.00000161,0.00000165,0.00000160,1272.00000000,0.00000160,991641.00000000,0.00000161,370510.00000000,0.00000165,0.00000166,0.00000158,4161189.00000000,6.69639258,1697695105866,1697781505866,18712829,18715293,2465
HBARUSDT,0.00030000,0.644,0.04619520,0.04670000,0.04690000,8194.00000000,0.04690000,801651.00000000,0.04700000,175977.00000000,0.04660000,0.04710000,0.04560000,95963923.00000000,4433072.27450000,1697695100511,1697781500511,67505475,67518035,12561
NKNBNB,0.00000000,0.000,0.00000000,0.00074700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
NKNBTC,0.00000002,0.722,0.00000277,0.00000277,0.00000279,3578.00000000,0.00000279,12860.00000000,0.00000280,11715.00000000,0.00000277,0.00000282,0.00000275,254729.00000000,0.70662855,1697695091041,1697781491041,10375278,10376023,746
NKNUSDT,0.00330000,4.215,0.07962460,0.07830000,0.08160000,5761.00000000,0.08160000,92875.00000000,0.08170000,9028.00000000,0.07830000,0.08170000,0.07810000,5636113.00000000,448773.24820000,1697695104086,1697781504086,33150705,33154992,4288
XRPBUSD,0.02830000,5.852,0.50658989,0.48390000,0.51190000,1102.00000000,0.51180000,2790.00000000,0.51190000,580.00000000,0.48360000,0.53150000,0.47690000,22211850.00000000,11252298.74800000,1697695105872,1697781505872,98315859,98345671,29813
ETHBUSD,31.15000000,2.006,1566.41145480,1552.70000000,1583.87000000,0.00960000,1583.67000000,1.12520000,1583.81000000,1.02430000,1552.72000000,1595.02000000,1542.13000000,9034.83890000,14152275.14519600,1697695106063,1697781506063,490228037,490251443,23407
BCHABCBUSD,0.00000000,0.000,0.00000000,220.16000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
LTCBUSD,1.89000000,3.126,61.64273282,60.54000000,62.36000000,3.53100000,62.36000000,9.15500000,62.39000000,489.23500000,60.47000000,62.81000000,60.47000000,15308.66000000,943667.63826000,1697695105961,1697781505961,44376054,44379141,3088
LINKBUSD,0.13400000,1.831,7.36676757,7.31900000,7.45300000,3.23000000,7.45100000,245.48000000,7.45300000,603.38000000,7.31900000,7.49200000,7.26400000,176839.72000000,1302737.11489000,1697695105960,1697781505960,39724092,39728732,4641
ETCBUSD,0.44000000,2.993,14.88973088,14.70000000,15.14000000,33.54000000,15.14000000,514.07000000,15.15000000,2.15000000,14.70000000,15.23000000,14.67000000,7675.43000000,114285.08710000,1697695104268,1697781504268,23032984,23034096,1113
STXBNB,0.00057600,22.378,0.00280804,0.00257500,0.00315000,318.50000000,0.00314000,318.50000000,0.00315800,1061.20000000,0.00257400,0.00317000,0.00257000,248328.40000000,697.31578670,1697695099386,1697781499386,1287397,1288497,1101
STXBTC,0.00000380,19.937,0.00002052,0.00001908,0.00002286,24.00000000,0.00002286,8215.10000000,0.00002287,21134.20000000,0.00001906,0.00002329,0.00001901,2137638.00000000,43.85616241,1697695106063,1697781506063,9633988,9643326,9339
STXUSDT,0.12790000,23.685,0.59597488,0.54010000,0.66790000,10.90000000,0.66800000,741.50000000,0.66810000,551.50000000,0.54000000,0.67480000,0.53800000,39135984.10000000,23324063.23968000,1697695106064,1697781506064,39960201,40087055,126855
KAVABNB,0.00002400,0.901,0.00269562,0.00268900,0.00268900,227.10000000,0.00267700,47.20000000,0.00270300,1789.90000000,0.00266500,0.00272600,0.00264900,9355.60000000,25.21911830,1697695099352,1697781499352,1545709,1545771,63
KAVABTC,-0.00000023,-1.160,0.00001977,0.00001980,0.00001959,395.60000000,0.00001954,1213.70000000,0.00001958,1099.80000000,0.00001982,0.00002008,0.00001943,119759.00000000,2.36821473,1697695094760,1697781494760,12767634,12768141,508
KAVAUSDT,0.01200000,2.143,0.56933306,0.56000000,0.57200000,51.00000000,0.57100000,51559.40000000,0.57200000,278621.00000000,0.56000000,0.57600000,0.55600000,6535147.20000000,3720675.33780000,1697695105285,1697781505285,68430612,68442760,12149
BUSDNGN,0.00000000,0.000,0.00000000,462.64000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
BNBNGN,0.00000000,0.000,0.00000000,43608.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
BTCNGN,1939844.00000000,6.030,33102725.62888425,32232846.00000000,34107057.00000000,0.00010000,34107068.00000000,0.04778000,34246423.00000000,0.01711000,32167213.00000000,34285463.00000000,31673143.00000000,14.30198000,473434519.88979000,1697695104606,1697781504606,8172210,8176427,4218
ARPABNB,0.00000170,0.909,0.00018915,0.00018580,0.00018870,2563.00000000,0.00018780,6256.00000000,0.00018820,11594.00000000,0.00018700,0.00019170,0.00018620,99590.00000000,18.83774730,1697695070284,1697781470284,2866216,2866268,53
ARPABTC,0.00000000,0.000,0.00000139,0.00000138,0.00000137,44689.00000000,0.00000136,599415.00000000,0.00000137,16042.00000000,0.00000137,0.00000142,0.00000136,609350.00000000,0.84538680,1697695097361,1697781497361,8222878,8223185,308
ARPAUSDT,0.00099000,2.540,0.03972178,0.03900000,0.03997000,29762.00000000,0.03996000,13114.00000000,0.03997000,3168.30000000,0.03898000,0.04038000,0.03888000,36055863.80000000,1432203.12562200,1697695103141,1697781503141,48536039,48548514,12476
TRXBUSD,0.00149000,1.672,0.08968390,0.08908000,0.09058000,2000.00000000,0.09058000,1839.70000000,0.09059000,3449.30000000,0.08909000,0.09066000,0.08862000,2065108.70000000,185207.00849900,1697695104077,1697781504077,27554240,27555694,1455
EOSBUSD,0.01700000,3.214,0.53684196,0.53000000,0.54600000,2323.40000000,0.54600000,19359.60000000,0.54700000,155.90000000,0.52900000,0.54800000,0.52800000,93945.60000000,50433.94030000,1697695105698,1697781505698,22277726,22278265,540
IOTXUSDT,0.00013000,0.739,0.01761045,0.01759000,0.01771000,67894.00000000,0.01770000,49530.00000000,0.01771000,109038.00000000,0.01758000,0.01786000,0.01735000,45095907.00000000,794159.36543000,1697695091656,1697781491656,62996371,63001777,5407
RLCUSDT,0.01000000,1.042,0.95683237,0.96000000,0.97000000,193.00000000,0.96900000,5912.20000000,0.97000000,13.50000000,0.96000000,0.97200000,0.94500000,478766.80000000,458099.57020000,1697695100069,1697781500069,38199107,38203297,4191
MCOUSDT,0.00000000,0.000,0.00000000,2.74400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
XLMBUSD,0.00450000,4.373,0.10599144,0.10330000,0.10740000,19320.00000000,0.10750000,5184.00000000,0.10760000,128.00000000,0.10290000,0.10910000,0.10230000,2050563.00000000,217342.13020000,1697695104089,1697781504089,15723656,15724846,1191
ADABUSD,0.00590000,2.430,0.24542993,0.24280000,0.24870000,400.00000000,0.24870000,54149.80000000,0.24890000,11382.70000000,0.24280000,0.24990000,0.24110000,3211928.70000000,788303.43152000,1697695103216,1697781503216,105987187,105990727,3541
CTXCBNB,0.00000000,0.000,0.00000000,0.00412200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
CTXCBTC,0.00000001,0.246,0.00000405,0.00000406,0.00000407,208.00000000,0.00000407,5032.00000000,0.00000409,4531.00000000,0.00000406,0.00000412,0.00000398,208181.00000000,0.84390801,1697695101837,1697781501837,7272466,7272701,236
CTXCUSDT,0.00410000,3.559,0.11681077,0.11520000,0.11930000,4840.00000000,0.11920000,2100.00000000,0.11930000,773.00000000,0.11520000,0.12020000,0.11460000,1450641.00000000,169450.48910000,1697695029699,1697781429699,29808879,29811461,2583
BCHBNB,0.02900000,2.678,1.10346152,1.08400000,1.11200000,0.10000000,1.11100000,10.40800000,1.11300000,1.07200000,1.08300000,1.12400000,1.07500000,295.86700000,326.47785000,1697695100173,1697781500173,2931483,2932632,1150
BCHBTC,0.00008000,0.998,0.00803541,0.00803000,0.00810000,0.32600000,0.00809000,91.04800000,0.00810000,23.15800000,0.00802000,0.00817000,0.00790000,5654.60900000,45.43712482,1697695105463,1697781505463,31156194,31160302,4109
BCHUSDT,9.30000000,4.092,232.03721584,227.40000000,236.60000000,85.29400000,236.50000000,79.54200000,236.60000000,48.18700000,227.30000000,239.50000000,226.10000000,80302.49700000,18633167.82900000,1697695105679,1697781505679,151180202,151219816,39615
BCHUSDC,0.00000000,0.000,0.00000000,114.80000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
BCHTUSD,9.30000000,4.097,229.23648716,228.20000000,236.30000000,0.04400000,236.50000000,4.54900000,236.90000000,0.13300000,227.00000000,239.50000000,226.50000000,195.40300000,44793.49730000,1697695096674,1697781496674,595963,596279,317
BCHPAX,0.00000000,0.000,0.00000000,617.72000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
BCHBUSD,9.00000000,3.961,232.29947399,227.00000000,236.20000000,0.84600000,236.50000000,0.83600000,236.70000000,15.36300000,227.20000000,239.30000000,226.20000000,2404.53800000,558572.91260000,1697695104261,1697781504261,17823230,17825634,2405
BTCRUB,53600.00000000,1.912,2828923.95276321,2802846.00000000,2856674.00000000,0.00117000,2856694.00000000,0.04227000,2858983.00000000,0.00083000,2803074.00000000,2874405.00000000,2784204.00000000,16.03115000,45350904.22534000,1697695105669,1697781505669,7991540,7993432,1893
ETHRUB,1385.80000000,0.902,154125.36180979,153613.90000000,155067.80000000,0.00900000,154945.10000000,0.39620000,155070.90000000,0.23920000,153682.00000000,155875.60000000,152522.20000000,35.18860000,5423455.70658000,1697695092503,1697781492503,4172865,4173229,365
XRPRUB,2.42000000,5.065,49.44132397,47.71000000,50.20000000,500.00000000,50.05000000,391.00000000,50.16000000,390.00000000,47.78000000,51.93000000,47.20000000,113900.00000000,5631366.80000000,1697695101970,1697781501970,2052522,2053046,525
BNBRUB,16.70000000,0.080,20730.12175170,20750.97000000,20793.20000000,0.02100000,20792.56000000,1.50400000,20824.80000000,1.05700000,20776.50000000,20882.93000000,20530.80000000,92.82400000,1924252.82148000,1697695103521,1697781503521,2489613,2489831,219
TROYBNB,0.00000000,0.000,0.00000000,0.00001060,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
TROYBTC,0.00000000,0.000,0.00000000,0.00000018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
TROYUSDT,0.00006500,2.980,0.00227635,0.00218100,0.00224600,22143.00000000,0.00224300,8371.00000000,0.00224700,212125.00000000,0.00218100,0.00237400,0.00216800,853188763.00000000,1942160.06483500,1697695077163,1697781477163,31999062,32014646,15585
BUSDRUB,-1.14000000,-1.152,98.28047792,98.95000000,97.85000000,1.00000000,97.74000000,1219.00000000,97.84000000,1219.00000000,98.99000000,99.05000000,97.64000000,102423.00000000,10066181.39000000,1697695066940,1697781466940,3242700,3243199,500
QTUMBUSD,-0.05500000,-2.122,2.56995029,2.60500000,2.53700000,29.40000000,0.00000000,0.00000000,0.00000000,0.00000000,2.59200000,2.60700000,2.53400000,6738.60000000,17317.86700000,1690254019510,1690340419510,6800210,6800393,184
VETBUSD,0.00023000,1.429,0.01619370,0.01609000,0.01633000,12247.30000000,0.01632000,12243.60000000,0.01634000,56238.50000000,0.01610000,0.01639000,0.01603000,16229667.40000000,262818.41431400,1697695079631,1697781479631,28211857,28213011,1155
VITEBNB,0.00000000,0.000,0.00000000,0.00070700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
VITEBTC,-0.00000003,-6.522,0.00000044,0.00000046,0.00000043,25056.00000000,0.00000042,3555762.00000000,0.00000043,695166.00000000,0.00000046,0.00000046,0.00000042,9045687.00000000,3.93873839,1697695103738,1697781503738,6178183,6178865,683
VITEUSDT,-0.00061000,-4.656,0.01239129,0.01313000,0.01249000,30209.50000000,0.01248000,14548.60000000,0.01250000,3018.40000000,0.01310000,0.01313000,0.01192000,112727968.00000000,1396844.82425900,1697694887877,1697781287877,21438348,21448728,10381
FTTBNB,0.00000000,0.000,0.00000000,0.00513000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
FTTBTC,0.00000000,0.000,0.00000000,0.00008560,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043801,1689661443801,-1,-1,0
FTTUSDT,0.05320000,5.286,1.09529593,1.00800000,1.05970000,31.49000000,1.05970000,390.86000000,1.06010000,493.08000000,1.00650000,1.19170000,1.00100000,19891684.25000000,21787280.88638400,1697695091140,1697781491140,49055743,49153208,97466
